pmid,title,abstract,nct_id,label,failure_score,success_score
26611425,Pilot prospective evaluation of (18)F-FPPRGD2 PET/CT in patients with cervical and ovarian cancer.,"We report the effect of antiangiogenic therapy on the biodistribution of (18)F-FPPRGD2 (a surrogate biomarker of integrin αvβ3 expression), and the potential of (18)F-FPPRGD2 to predict the prognosis in patients with cervical cancer and ovarian cancer in this clinical scenario. Data from six women, age range 30 - 59 years (mean ± SD 44.0 ± 12.5 years), who had undergone a (18)F-FPPRGD2 PET/CT scan and bevacizumab-containing therapy were prospectively collected and analyzed. We compared baseline (18)F-FPPRGD2 and (18)F-FDG uptake in the lesions and tumor-to-background (T/B) ratios. The maximum and mean (18)F-FPPRGD2 standardized uptake values (SUVmax and SUVmean) were recorded for 13 normal organs, as well as in all the identified malignant lesions on the pretreatment scan and the 1-week post-treatment scan. We also measured changes in (18)F-FPPRGD2 uptake from before to 1 week after treatment, and compared them to the changes in (18)F-FDG uptake from before to 6 weeks after treatment. Treatment outcomes were correlated with these changes. The uptake in lesions and T/B ratio of (18)F-FPPRGD2 were lower than those of (18)F-FDG (SUVmax 3.7 ± 1.3 vs. 6.0 ± 1.8, P < 0.001; SUVmean 2.6 ± 0.7 vs. 4.2 ± 1.3, P < 0.001; T/B ratio based on SUVmax 2.4 ± 1.0 vs. 2.6 ± 1.0, P < 0.04; T/B ratio based on SUVmean 1.9 ± 0.6 vs. 2.4 ± 1.0, P < 0.003). One patient did not return for the follow-up scan and in another patient no lesions were identified on the pretreatment scan. (18)F-FPPRGD2 uptake in lesions in the remaining four patients had significantly changed 1 week after treatment (SUVmean 3.3 ± 1.0 vs. 2.7 ± 1.0, P < 0.001), while uptake in all normal tissues analyzed was not affected by treatment. One patient with clinical disease progression had a decrease in lesional (18)F-FPPRGD2 SUVmean of 1.6 % and in (18)F-FDG SUVmean of 9.4 %. Two patients with a clinical complete response to treatment had decreases in lesional (18)F-FPPRGD2 SUVmean of 25.2 % and 25.0 % and in (18)F-FDG SUVmean of 6.1 % and 71.8 %. One patient with a clinical partial response had a decrease in lesional (18)F-FPPRGD2 SUVmean of 7.9 % and in (18)F-FDG SUVmean of 76.4 %. This pilot study showed that (18)F-FPPRGD2 and (18)F-FDG provide independent information about the biology of ovarian and cervical cancers. Bevacizumab-containing therapy does not affect (18)F-FPPRGD2 uptake in normal organs, but does result in statistically significant changes in lesions. In addition, (18)F-FPPRGD2 may have potential for early prediction of response to such treatments. These preliminary findings have to be confirmed in larger studies.",NCT01806675,-1,0,0
30850872,<sup>18</sup>F-FPPRGD<sub>2</sub> PET/CT in patients with metastatic renal cell cancer.,"The usefulness of positron emission tomography/computed tomography (PET/CT) using (<sup>18</sup>F)-2-fluoropropionyl-labeled PEGylated dimeric arginine-glycine-aspartic acid peptide [PEG3-E{c(RGDyk)}2] (<sup>18</sup>F-FPPRGD<sub>2</sub>) in patients with metastatic renal cell cancer (mRCC) has not been evaluated; therefore, we were prompted to conduct this pilot study. Seven patients with mRCC were enrolled in this prospective study. <sup>18</sup>F-FPPRGD<sub>2</sub> and 2-deoxy-2-(<sup>18</sup>F)fluoro-D-glucose (<sup>18</sup>F-FDG) PET/CT images were evaluated in a per-lesion analysis. Maximum standardized uptake value (SUV<sub>max</sub>) and tumor-to-background ratio (T/B) were measured for all detected lesions, both before and after starting antiangiogenic therapy. Sixty lesions in total were detected in this cohort. SUV<sub>max</sub> from <sup>18</sup>F-FPPRGD<sub>2</sub> PET/CT was lower than that from <sup>18</sup>F-FDG PET/CT (4.4 ± 2.9 vs 7.8 ± 5.6, P < 0.001). Both SUV<sub>max</sub> and T/B from <sup>18</sup>F-FPPRGD<sub>2</sub> PET/CT decreased after starting antiangiogenic therapy (SUV<sub>max</sub>, 4.2 ± 3.2 vs 2.6 ± 1.4, P = 0.003; T/B, 3.7 ± 3.2 vs 1.5 ± 0.8, P < 0.001). Average changes in SUV<sub>max</sub> and T/B were - 29.3 ± 23.6% and - 48.1 ± 28.3%, respectively. <sup>18</sup>F-FPPRGD<sub>2</sub> PET/CT may be an useful tool for monitoring early response to antiangiogenic therapy in patients with mRCC. These preliminary results need to be confirmed in larger cohorts.",NCT01806675,-1,0,0
26945010,A phase II/III randomized study to compare the efficacy and safety of rigosertib plus gemcitabine versus gemcitabine alone in patients with previously untreated metastatic pancreatic cancer.,,NCT01360853,-1,0,0
26489442,A phase II/III randomized study to compare the efficacy and safety of rigosertib plus gemcitabine versus gemcitabine alone in patients with previously untreated metastatic pancreatic cancer.,,NCT01360853,-1,0,0
26091808,A phase II/III randomized study to compare the efficacy and safety of rigosertib plus gemcitabine versus gemcitabine alone in patients with previously untreated metastatic pancreatic cancer.,"Rigosertib (ON 01910.Na), a first-in-class Ras mimetic and small-molecule inhibitor of multiple signaling pathways including polo-like kinase 1 (PLK1) and phosphoinositide 3-kinase (PI3K), has shown efficacy in preclinical pancreatic cancer models. In this study, rigosertib was assessed in combination with gemcitabine in patients with treatment-naïve metastatic pancreatic adenocarcinoma. Patients with metastatic pancreatic adenocarcinoma were randomized in a 2:1 fashion to gemcitabine 1000 mg/m(2) weekly for 3 weeks of a 4-week cycle plus rigosertib 1800 mg/m(2) via 2-h continuous IV infusions given twice weekly for 3 weeks of a 4-week cycle (RIG + GEM) versus gemcitabine 1000 mg/m(2) weekly for 3 weeks in a 4-week cycle (GEM). A total of 160 patients were enrolled globally and randomly assigned to RIG + GEM (106 patients) or GEM (54). The most common grade 3 or higher adverse events were neutropenia (8% in the RIG + GEM group versus 6% in the GEM group), hyponatremia (17% versus 4%), and anemia (8% versus 4%). The median overall survival was 6.1 months for RIG + GEM versus 6.4 months for GEM [hazard ratio (HR), 1.24; 95% confidence interval (CI) 0.85-1.81]. The median progression-free survival was 3.4 months for both groups (HR = 0.96; 95% CI 0.68-1.36). The partial response rate was 19% versus 13% for RIG + GEM versus GEM, respectively. Of 64 tumor samples sent for molecular analysis, 47 were adequate for multiplex genetic testing and 41 were positive for mutations. The majority of cases had KRAS gene mutations (40 cases). Other mutations detected included TP53 (13 cases) and PIK3CA (1 case). No correlation between mutational status and efficacy was detected. The combination of RIG + GEM failed to demonstrate an improvement in survival or response compared with GEM in patients with metastatic pancreatic adenocarcinoma. Rigosertib showed a similar safety profile to that seen in previous trials using the IV formulation.",NCT01360853,0,1,0
20670978,"Multicenter phase II trial of adjuvant therapy for resected pancreatic cancer using cisplatin, 5-fluorouracil, and interferon-alfa-2b-based chemoradiation: ACOSOG Trial Z05031.","The American College of Surgeons Oncology Group sought to confirm the efficacy of a novel interferon-based chemoradiation regimen in a multicenter phase II trial. Patients with resected (R0/R1) adenocarcinoma of the pancreatic head were treated with adjuvant interferon-alfa-2b (3 million units s.c. on days 1, 3, and 5 of each week for 5.5 weeks), cisplatin (30 mg/m(2) i.v. weekly for 6 weeks), and continuous infusion 5-fluorouracil (5-FU; 175 mg·m(2)/day for 38 days) concurrently with external-beam radiation (50.4 Gy). Chemoradiation was followed by two 6-week courses of continuous infusion 5-FU (200 mg·m(2)/day). The primary study end point was 18-month overall survival from protocol enrollment (OS18); an OS18 ≥65% was considered a positive study outcome. Eighty-nine patients were enrolled. Eighty-four patients were assessable for toxicity. The all-cause grade ≥3 toxicity rate was 95% (80 patients) during therapy. No long-term toxicity or toxicity-related deaths were noted. At 36-month median follow-up, the OS18 was 69% [95% confidence interval (CI) 60% to 80%]; the median disease-free survival and overall survival were 14.1 months (95% CI 11.0-20.1 months) and 25.4 months (95% CI 23.4-34.1 months), respectively. Notwithstanding promising multi-institutional efficacy results, further development of this regimen will require additional modifications to mitigate toxic effects.",NCT00059826,1,0,1
26743120,Anti-tumour effects of lanreotide for pancreatic and intestinal neuroendocrine tumours: the CLARINET open-label extension study.,"In the CLARINET study, lanreotide Autogel (depot in USA) significantly prolonged progression-free survival (PFS) in patients with metastatic pancreatic/intestinal neuroendocrine tumours (NETs). We report long-term safety and additional efficacy data from the open-label extension (OLE). Patients with metastatic grade 1/2 (Ki-67 ≤ 10%) non-functioning NET and documented baseline tumour-progression status received lanreotide Autogel 120 mg (n = 101) or placebo (n = 103) for 96 weeks or until death/progressive disease (PD) in CLARINET study. Patients with stable disease (SD) at core study end (lanreotide/placebo) or PD (placebo only) continued or switched to lanreotide in the OLE. In total, 88 patients (previously: lanreotide, n = 41; placebo, n = 47) participated: 38% had pancreatic, 39% midgut and 23% other/unknown primary tumours. Patients continuing lanreotide reported fewer adverse events (AEs) (all and treatment-related) during OLE than core study. Placebo-to-lanreotide switch patients reported similar AE rates in OLE and core studies, except more diarrhoea was considered treatment-related in OLE (overall diarrhoea unchanged). Median lanreotide PFS (core study randomisation to PD in core/OLE; n=101) was 32.8 months (95% CI: 30.9, 68.0). A sensitivity analysis, addressing potential selection bias by assuming that patients with SD on lanreotide in the core study and not entering the OLE (n=13) had PD 24 weeks after last core assessment, found median PFS remaining consistent: 30.8 months (95% CI: 30.0, 31.3). Median time to further PD after placebo-to-lanreotide switch (n=32) was 14.0 months (10.1; not reached). This OLE study suggests long-term treatment with lanreotide Autogel 120 mg maintained favourable safety/tolerability. CLARINET OLE data also provide new evidence of lanreotide anti-tumour benefits in indolent and progressive pancreatic/intestinal NETs.",NCT00842348,1,0,1
19047305,Oral mTOR inhibitor everolimus in patients with gemcitabine-refractory metastatic pancreatic cancer.,"The PI3K/Akt/mTOR pathway is activated in the majority of pancreatic cancers, and inhibition of this pathway has antitumor effects in preclinical studies. We performed a multi-institutional, single-arm, phase II study of RAD001(everolimus), an oral inhibitor of mTOR, in patients who experienced treatment failure on first-line therapy with gemcitabine. Thirty-three patients with gemcitabine-refractory, metastatic pancreatic cancer were treated continuously with RAD001 at 10 mg daily. Prior treatment with fluorouracil in the perioperative setting was allowed. Patients were observed for toxicity, treatment response, and survival. Treatment with single-agent RAD001 was well-tolerated; the most common adverse events were mild hyperglycemia and thrombocytopenia. No patients were removed from the study because of drug-related adverse events. No complete or partial treatment responses were noted, and only seven patients (21%) had stable disease at the first restaging scans performed at 2 months. Median progression-free survival and overall survival were 1.8 months and 4.5 months, respectively. One patient (3%) had a biochemical response, defined as > or = 50% reduction in serum CA19-9. Although well-tolerated, RAD001 administered as a single-agent had minimal clinical activity in patients with gemcitabine-refractory, metastatic pancreatic cancer. Future studies in metastatic pancreatic cancer should assess the combination of mTOR inhibitors with other agents and/or examine inhibitors of other components of the PI3K/Akt/mTOR pathway.",NCT00409292,-1,0,0
32623182,"Gemcitabine plus nab-paclitaxel until progression or alternating with FOLFIRI.3, as first-line treatment for patients with metastatic pancreatic adenocarcinoma: The Federation Francophone de Cancérologie Digestive-PRODIGE 37 randomised phase II study (FIRGEMAX).","Chemotherapy is effective in metastatic pancreatic adenocarcinoma (mPA), but new approaches are still needed to improve patients' survival and quality of life. We have previously published good efficacy and tolerability results on a sequential treatment strategy of gemcitabine followed by an intensified FOLFIRI (5FU+irinotecan) regimen. In the present study, we evaluated the same sequence but replaced gemcitabine by the new gemcitabine + nab-paclitaxel standard first-line combination. We randomised chemotherapy-naive patients with proven mPA, bilirubin levels ≤1.5 upper limit of normal values and performance status 0-2 to alternately receive gemcitabine + nab-paclitaxel for 2 months then FOLFIRI.3 for 2 months in arm A, or gemcitabine + nab-paclitaxel alone until progression in arm B. The primary objective was to increase the 6-month progression-free survival (PFS) rate from 40% (H<sub>0</sub>) to 60% (H<sub>1</sub>); using the binomial exact method, 124 patients were required. Analyses were carried out in preplanned modified intention-to-treat (mITT) and per-protocol (PP) populations. Between November 2015 and November 2016, 127 patients were enrolled. Main grade III-IV toxicities (% in arm A/B) were: diarrhoea (12.5/1.7), neutropenia (46.9/31, including febrile neutropenia: 1.6/0), skin toxicity (6.3/13.8), and peripheral neuropathy (6.3/8.6). No toxic deaths occurred. The objective response rate was 40.3% (95% confidence interval [CI]: 28.1-53.6) in arm A and 26.7% (95% CI: 16.1-39.7) in arm B. The primary end-point (6-month PFS rate) was 45.2% [one-sided 95% CI: 34.3-56.4] in arm A and 23.3% in arm B [one-sided 95% CI: 14.3-32.3] in the mITT population. In the PP population, median PFS and OS were 7.6 months and 6 months and 14.5 months and 12.2 months in arm A and B, respectively. The FIRGEMAX strategy with gemcitabine + nab-paclitaxel alternating with FOLFIRI.3 every 2 months, appears feasible and effective, with manageable toxicities, in patients able to reach >2mo of treatment. EudraCT: 2014-004449-28: NCT: 0282701.",NCT02827201,-1,0,0
22307213,A phase II trial of nab-Paclitaxel as second-line therapy in patients with advanced pancreatic cancer.,"nab-Paclitaxel has been shown to disrupt pancreatic cancer stroma and was effective in combination with gemcitabine in a phase I/II trial. This study was designed to determine the efficacy of nab-paclitaxel monotherapy in previously treated pancreatic cancer patients. In this phase II trial, patients with advanced pancreatic cancer who progressed on gemcitabine-based therapy, received nab-paclitaxel 100 mg/m over 30 minutes on days 1, 8, and 15 of a 28-day cycle. The primary endpoint was 6-month overall survival (OS). Secondary endpoints were response rate (by Response Evaluation Criteria In Solid Tumors), progression-free survival, safety, and toxicity profile. Among 19 patients treated, the median age was 61 years, 9 (47%) were male patients and 18 (95%) had stage-IV disease. The primary endpoint of the study was reached with a 6-month OS of 58% [95% confidence interval (95% CI), 33%-76%] and an estimated median OS of 7.3 months (95% CI, 2.8-15.8 mo). The median progression-free survival was 1.7 months (95% CI, 1.5-3.5 mo). One patient had a confirmed partial response and 6 (32%) had stable disease as their best response. Nonhematological toxicities were generally mild with grades 1-2 nausea, anorexia, hypocalcemia, and vomiting occurring in 63%, 47%, 37%, and 26% of patients, respectively. Grades 3-4 neutropenia, neutropenic fever, and anemia occurred in 32%, 11%, and 11% of patients, respectively. Only 2 of 15 available tumors stained positive for secreted protein acid rich in cysteine, and neither of these patients benefited from the therapy. nab-Paclitaxel was well tolerated, and it demonstrated preliminary evidence of activity in a subset of patients who progressed on gemcitabine-based therapy.",NCT00691054,1,0,1
23474363,"Gemcitabine-based or capecitabine-based chemoradiotherapy for locally advanced pancreatic cancer (SCALOP): a multicentre, randomised, phase 2 trial.","In the UK, chemotherapy is the standard treatment for inoperable, locally advanced, non-metastatic pancreatic cancer. Chemoradiotherapy is also an acceptable treatment option, for which gemcitabine, fluorouracil, or capecitabine can be used as concurrent chemotherapy agents. We aimed to assess the activity, safety, and feasibility of both gemcitabine-based and capecitabine-based chemoradiotherapy after induction chemotherapy for patients with locally advanced pancreatic cancer. In this open-label, randomised, two-arm, phase 2 trial, patients aged 18 years or older with histologically proven, locally advanced pancreatic cancer (with a tumour diameter of 7 cm or less) were recruited from 28 UK centres between Dec 24, 2009 and Oct 25, 2011. After 12 weeks of induction gemcitabine and capecitabine chemotherapy (three cycles of gemcitabine [1000 mg/m(2) on days 1, 8, 15 of a 28-day cycle] and capecitabine [830 mg/m(2) twice daily on days 1-21 of a 28-day cycle]), patients with stable or responding disease, tumour diameter of 6 cm or less, and WHO performance status 0-1 were randomly assigned to receive a further cycle of gemcitabine and capecitabine chemotherapy followed by either gemcitabine (300 mg/m(2) once per week) or capecitabine (830 mg/m(2) twice daily, Monday to Friday only), both in combination with radiation (50·4 Gy in 28 fractions). Randomisation (1:1) was done via a central computerised system and used stratified minimisation. The primary endpoint was 9-month progression-free survival, analysed by intention to treat including only those patients with valid CT assessments. This trial is registered with ISRCTN, number 96169987. 114 patients were registered and 74 were randomly allocated (38 to the gemcitabine group and 36 to the capecitabine group). After 9 months, 22 of 35 assessable patients (62·9%, 80% CI 50·6-73·9) in the capecitabine group and 18 of 35 assessable patients (51·4%, 39·4-63·4) in the gemcitabine group had not progressed. Median overall survival was 15·2 months (95% CI 13·9-19·2) in the capecitabine group and 13·4 months (95% CI 11·0-15·7) in the gemcitabine group (adjusted hazard ratio [HR] 0·39, 95% CI 0·18-0·81; p=0·012). 12-month overall survival was 79·2% (95% CI 61·1-89·5) in the capecitabine group and 64·2 (95% CI 46·4-77·5) in the gemcitabine group. Median progression-free survival was 12·0 months (95% CI 10·2-14·6) in the capecitabine group and 10·4 months (95% CI 8·9-12·5) in the gemcitabine group (adjusted HR 0·60, 95% CI 0·32-1·12; p=0·11). Eight patients in the capecitabine group had an objective response at 26 weeks, as did seven in the gemcitabine group. More patients in the gemcitabine group than in the capecitabine group had grade 3-4 haematological toxic effects (seven [18%] vs none, p=0·008) and non-haematological toxic effects (ten [26%] vs four [12%], p=0·12) during chemoradiation treatment; the most frequent events were leucopenia, neutropenia, and fatigue. Two patients in the capecitabine group progressed during the fourth cycle of induction chemotherapy. Of the 34 patients in the capecitabine group who received chemoradiotherapy, 25 (74%) received the full protocol dose of radiotherapy, compared with 26 (68%) of 38 patients in the gemcitabine group. Quality-of-life scores were not significantly different between the treatment groups. Our results suggest that a capecitabine-based regimen might be preferable to a gemcitabine-based regimen in the context of consolidation chemoradiotherapy after a course of induction chemotherapy for locally advanced pancreatic cancer. However, these findings should be interpreted with caution because the difference in the primary endpoint was non-significant and the number of patients in the trial was small. Cancer Research UK.",NCT01032057,-1,1,1
27497804,Comparison of investigator-delineated gross tumour volumes and quality assurance in pancreatic cancer: Analysis of the on-trial cases for the SCALOP trial.,"We performed a retrospective central review of tumour outlines in patients undergoing radiotherapy in the SCALOP trial. The planning CT scans were reviewed retrospectively by a central review team, and the accuracy of investigators' GTV (iGTV) and PTV (iPTV) was compared to the trials team-defined gold standard (gsGTV and gsPTV) using the Jaccard Conformity Index (JCI) and Geographical Miss Index (GMI). The prognostic value of JCI and GMI was also assessed. The RT plans were also reviewed against protocol-defined constraints. 60 patients with diagnostic-quality planning scans were included. The median whole volume JCI for GTV was 0.64 (IQR: 0.43-0.82), and the median GMI was 0.11 (IQR: 0.05-0.22). For PTVs, the median JCI and GMI were 0.80 (IQR: 0.71-0.88) and 0.04 (IQR: 0.02-0.12) respectively. Tumour was completely missed in 1 patient, and⩾50% of the tumour was missed in 3. Patients with JCI for GTV⩾0.7 had 7.12 (95% CIs: 1.83-27.67, p=0.005) higher odds of progressing by 9months in multivariate analysis. Major deviations in RT planning were noted in 4.5% of cases. Radiotherapy workshops and real-time central review of contours are required in RT trials of pancreatic cancer.",NCT01032057,-1,0,0
26328939,Comparison of investigator-delineated gross tumor volumes and quality assurance in pancreatic cancer: Analysis of the pretrial benchmark case for the SCALOP trial.,"To evaluate the variation in investigator-delineated volumes and assess plans from the radiotherapy trial quality assurance (RTTQA) program of SCALOP, a phase II trial in locally advanced pancreatic cancer. Participating investigators (n=25) outlined a pre-trial benchmark case as per RT protocol, and the accuracy of investigators' GTV (iGTV) and PTV (iPTV) was evaluated, against the trials team-defined gold standard GTV (gsGTV) and PTV (gsPTV), using both qualitative and geometric analyses. The median Jaccard Conformity Index (JCI) and Geographical Miss Index (GMI) were calculated. Participating RT centers also submitted a radiotherapy plan for this benchmark case, which was centrally reviewed against protocol-defined constraints. Twenty-five investigator-defined contours were evaluated. The median JCI and GMI of iGTVs were 0.57 (IQR: 0.51-0.65) and 0.26 (IQR: 0.15-0.40). For iPTVs, these were 0.75 (IQR: 0.71-0.79) and 0.14 (IQR: 0.11-0.22) respectively. Qualitative analysis showed largest variation at the tumor edges and failure to recognize a peri-pancreatic lymph node. There were no major protocol deviations in RT planning, but three minor PTV coverage deviations were identified. . SCALOP demonstrated considerable variation in iGTV delineation. RTTQA workshops and real-time central review of delineations are needed in future trials.",NCT01032057,-1,0,0
32039559,"Challenges of calcineurin inhibitor withdrawal following combined pancreas and kidney transplantation: Results of a prospective, randomized clinical trial.","In a phase 2 multicenter open-label randomized trial sponsored by the National Institutes of Health, simultaneous pancreas-kidney (SPK) recipients were randomized to a calcineurin inhibitor (CNI)-based immunosuppressive regimen (tacrolimus) (n = 21), or an investigational arm using low-dose CNI plus costimulation blockade (belatacept) with intended CNI withdrawal (n = 22). Both arms included induction therapy with rabbit ATG, mycophenolate sodium, or mycophenolate mofetil and rapid withdrawal of steroids. Enrollment and CNI withdrawal were stopped after 43/60 planned subjects had been enrolled. At that time, the rate of biopsy-proven acute rejection (BPAR) of the pancreas was low in both groups until CNI was withdrawn, with four of the five pancreas rejections occurring during or after CNI withdrawal. The rate of BPAR of kidney allografts was low in both control (9.5%) and investigational (9.1%) arms. Pancreas graft survival at 52 weeks, defined by insulin independence, was 21 (100%) in the control group and 19 (86%) in the investigational arm. One subject in the investigational arm died with functioning pancreas and kidney grafts. Renal function at week 52 was similar in both arms. Costimulation blockade with belatacept did not provide sufficient immunosuppression to reliably prevent pancreas rejection in SPK transplants undergoing CNI withdrawal.",NCT01790594,-1,0,0
18257397,"A multicenter, phase II study of infliximab plus gemcitabine in pancreatic cancer cachexia.","To evaluate the safety and efficacy of infliximab administered with gemcitabine to treat cancer cachexia and to explore a functional measure of clinical benefit, investigators involved in this multicenter, phase II, placebo-controlled study randomized 89 patients with stage II-IV pancreatic cancer and cachexia to receive either placebo or 3 mg/ kg or 5 mg/kg of infliximab at weeks 0, 2, and 4 and then every 4 weeks to week 24; patients also received 1,000 mg/m2 of gemcitabine weekly from weeks 0-6 and then for 3 of every 4 weeks until their disease progressed. The primary endpoint was change in lean body mass (LBM) at 8 weeks from baseline; major secondary endpoints included overall survival, progression-free survival, Karnofsky performance status, and 6-minute walk test distance. In addition, quality of life was measured. The mean change in LBM at 8 weeks was +0.4 kg for patients receiving placebo, +0.3 kg for those receiving 3 mg/kg of infliximab, and +1.7 kg for those receiving 5 mg/kg of infliximab. No statistically significant differences in LBM or secondary endpoints were observed among the groups. Safety findings were similar in all groups. Adding infliximab to gemcitabine to treat cachexia in advanced pancreatic cancer patients was not associated with statistically significant differences in safety or efficacy when compared with placebo.",NCT00060502,-1,0,0
23240761,Prediction and prevention of thromboembolic events with enoxaparin in cancer patients with elevated tissue factor-bearing microparticles: a randomized-controlled phase II trial (the Microtec study).,"Elevated levels of circulating tissue factor-bearing microparticles (TFMP) have been associated with an increased risk of developing venous thromboembolism (VTE) in cancer patients. We performed a randomized phase II study to evaluate the cumulative incidence of VTE in advanced cancer patients with lower levels of TFMP not receiving thromboprophylaxis and those with higher levels of circulating TFMP randomized to enoxaparin or observation. The cumulative incidence of VTE at 2 months in the higher TFMP group randomized to enoxaparin (N = 23) was 5·6% while the higher TFMP group observation arm (N = 11) was 27·3% (Gray test P = 0·06). The cumulative incidence of VTE in the low TFMP was 7·2% (N = 32). No major haemorrhages were observed in the enoxaparin arm. The median survival for patients with higher levels of TFMP followed by observation was 11·8 months compared with 17·8 months on enoxaparin (P = 0·58). In a prospective randomized trial, increased numbers of circulating TFMP detected by impedance flow cytometry identified cancer patients with a high incidence of VTE. Enoxaparin demonstrated a clear trend towards reducing the rate of VTE in patients with elevated levels of TFMP, with an overall rate of VTE similar in magnitude to the lower TFMP group.",NCT00908960,-1,0,0
20458210,Phase II and coagulation cascade biomarker study of bevacizumab with or without docetaxel in patients with previously treated metastatic pancreatic adenocarcinoma.,"Treatment options are limited for advanced pancreatic cancer progressive after gemcitabine therapy. The vascular endothelial growth factor pathway is biologically important in pancreatic cancer, and docetaxel has modest antitumor activity. We evaluated the role of the anti-vascular endothelial growth factor antibody bevacizumab as second-line treatment for patients with metastatic pancreatic cancer. Patients with metastatic adenocarcinoma of the pancreas who had progressive disease on a gemcitabine-containing regimen were randomized to receive bevacizumab alone or bevacizumab in combination with docetaxel. Thirty-two patients were enrolled; 16 to bevacizumab alone (Arm A) and 16 to bevacizumab plus docetaxel (Arm B). Toxicities were greater in Arm B with the most common grade 3/4 nonhematologic toxicities including fatigue, diarrhea, dehydration, and anorexia. No confirmed objective responses were observed. At 4 months, 2 of the 16 patients in Arm A and 3 of the 16 patients in Arm B were free from progression. The study was stopped according to the early stopping rule for futility. Median progression-free survival and overall survival were 43 days and 165 days in Arm A and 48 days and 125 days in Arm B. Elevated d-dimer levels and thrombin-antithrombin complexes were associated with decreased survival and increased toxicity. Bevacizumab with or without docetaxel does not have antitumor activity in gemcitabine-refractory metastatic pancreatic cancer. Baseline and on-treatment d-dimer and thrombin-antithrombin complex levels are associated with increased toxicity and decreased survival.",NCT00066677,0,1,0
25918250,"Dual targeting of HER1/EGFR and HER2 with cetuximab and trastuzumab in patients with metastatic pancreatic cancer after gemcitabine failure: results of the ""THERAPY""phase 1-2 trial.","To improve treatment efficacy, we decided to simultaneously target HER1 and HER2 with trastuzumab and cetuximab. Following promising preclinical results, we conducted a phase 1-2 trial in advanced pancreatic cancer patients after first-line gemcitabine-based chemotherapy failure. In this single-arm, non-randomized, multicenter trial, patients received weekly cetuximab (400mg/m², then 250mg/m²). They were sequentially included in two trastuzumab dose levels: 3.0 or 4.0mg/kg, then 1.5 or 2.0mg/kg/weekly. Endpoints were the objective response rate, safety, progression-free (PFS) and overall survival (OS). During phase 1 (n=10 patients), toxicities were evenly distributed except for skin toxicities that frequently caused compliance issues. The higher dose level was defined as the trastuzumab recommended dose. During phase 2 (n=39 patients), toxicities were mainly cutaneous reactions and asthenia. No objective response was observed. Nine patients were stabilized but arrested treatment due to toxicity. Median PFS was 1.8 months (95%CI: 1.7-2.0 months) and median OS was 4.6 months (95%CI: 2.7-6.6 months). Both were positively correlated with skin toxicity severity (P=0.027 and P=0.001, respectively). Conventional phase 1 dose-escalation schedules are unsuitable for targeted therapies because most cutaneous toxicities are not considered dose-limiting toxicities. The compliance issues caused by skin toxicities were particularly detrimental because of the toxicity-response correlation.",NCT00923299,-1,0,0
20664591,Integrated preclinical and clinical development of mTOR inhibitors in pancreatic cancer.,"The purpose of this work was to determine the efficacy of inhibiting mammalian target of rapamycin (mTOR) in pancreatic cancer preclinical models and translate preclinical observations to the clinic. Temsirolimus (20 mg Kg(-1) daily) was administered to freshly generated pancreatic cancer xenografts. Tumour growth inhibition was determined after 28 days. Xenografts were characterised at baseline by gene expression and comparative genomic hybridisation. Patients with advanced, gemcitabine-resistant pancreatic cancer were treated with sirolimus (5 mg daily). The primary end point was 6-month survival rate (6mSR). Correlative studies included immunohistochemistry assessment of pathway expression in baseline tumours, drug pharmacokinetics (PKs), response assessment by FDG-PET and pharmacodynamic effects in peripheral-blood mononuclear cells (PBMCs). In all, 4 of 17 xenografts (23%) responded to treatment. Sensitive tumours were characterised by gene copy number variations and overexpression of genes leading to activation of the PI3K/Akt/mTOR pathway. Activation of p70S6K correlated with drug activity in the preclinical studies. Sirolimus was well tolerated in the clinic, showed predictable PKs, exerted pathway inhibition in post-treatment PBMCs and resulted in a 6mSR of 26%. No correlation, however, was found between activated p70S6K in tumour tissues and anti-tumour effects. Sirolimus activity in pancreatic cancer was marginal and not predicted by the selected biomarker.",NCT00499486,-1,0,0
