nct_id,pmid,title,abstract,label,source,confidence,primary_endpoint,reasoning,phase,overall_status,enrollment,start_date,completion_date,why_stopped
NCT01204372,33405269,"Phase II study evaluating the association of gemcitabine, trastuzumab and erlotinib as first-line treatment in patients with metastatic pancreatic adenocarcinoma (GATE 1).","In a previous phase II study (THERAPY), cetuximab and trastuzumab combination, as second-line after progression with gemcitabine, showed disease stabilization in 27% of 33 patients with pancreatic carcinoma. In the present phase II multicenter study, we assessed the efficacy and tolerance of gemcitabine, trastuzumab plus erlotinib as first-line treatment of metastatic pancreatic cancer. The primary endpoint was disease control rate (DCR, RECIST v.1); secondary endpoints were progression-free (PFS), overall (OS) survival and toxicity (NCI-CTCAE v3.0). Ancillary study addressed the predictive value of both EGFR/HER2 expression and KRAS mutational status. Sixty-three patients from four centers were included (62 evaluable for toxicity, 59 for efficacy), median age was 62 years (35-77), 59.7% men. The median treatment duration was 16.1 weeks (2.1-61). Eleven patients (19%) reported a partial tumor response, and 33 (56%) disease stabilization. DCR was 74.6% (95%CI: 61.8-85.0; 44/59 patients). After a median follow-up of 23.3 months (0.6-23.6), median PFS was 3.5 months (95%CI: 2.4-3.8) and median OS 7.9 months (95%CI: 5.1-10.2). PFS was significantly longer in patients with grade ≥ 2 cutaneous toxicities vs patients with grade 0-1 toxicities (HR = 0.55, 95%CI: 0.33-0.92, P = .020). Expression of EGFR and HER2 was correlated with PFS and OS in multivariate analysis; HER2 expression was correlated with the tumor response. Main severe toxicities were neutropenia (32%), cutaneous rash (37%) and thrombosis/embolisms (35.5%). This triplet combination is effective in terms of disease control, PFS and OS, and acceptable for safety. A larger study to investigate this combination compared to the standard regimen should be discussed.",SUCCESS,regex,HIGH,,,PHASE2,COMPLETED,63.0,2010-06-30,2016-08-31,
NCT00743379,25512461,Randomized Phase II Trial of Gemcitabine Plus TH-302 Versus Gemcitabine in Patients With Advanced Pancreatic Cancer.,"TH-302 is an investigational hypoxia-activated prodrug that releases the DNA alkylator bromo-isophosphoramide mustard in hypoxic settings. This phase II study (NCT01144455) evaluated gemcitabine plus TH-302 in patients with previously untreated, locally advanced or metastatic pancreatic cancer. Patients were randomly assigned 1:1:1 to gemcitabine (1,000 mg/m(2)), gemcitabine plus TH-302 240 mg/m(2) (G+T240), or gemcitabine plus TH-302 340 mg/m(2) (G+T340). Randomized crossover after progression on gemcitabine was allowed. The primary end point was progression-free survival (PFS). Secondary end points included overall survival (OS), tumor response, CA 19-9 response, and safety. Two hundred fourteen patients (77% with metastatic disease) were enrolled between June 2010 and July 2011. PFS was significantly longer with gemcitabine plus TH-302 (pooled combination arms) compared with gemcitabine alone (median PFS, 5.6 v 3.6 months, respectively; hazard ratio, 0.61; 95% CI, 0.43 to 0.87; P = .005; median PFS for metastatic disease, 5.1 v 3.4 months, respectively). Median PFS times for G+T240 and G+T340 were 5.6 and 6.0 months, respectively. Tumor response was 12%, 17%, and 26% in the gemcitabine, G+T240, and G+T340 arms, respectively (G+T340 v gemcitabine, P = .04). CA 19-9 decrease was greater with G+T340 versus gemcitabine (-5,398 v -549 U/mL, respectively; P = .008). Median OS times for gemcitabine, G+T240, and G+T340 were 6.9, 8.7, and 9.2 months, respectively (P = not significant). The most common adverse events (AEs) were fatigue, nausea, and peripheral edema (frequencies similar across arms). Skin and mucosal toxicities (2% grade 3) and myelosuppression (55% grade 3 or 4) were the most common TH-302-related AEs but were not associated with treatment discontinuation. PFS, tumor response, and CA 19-9 response were significantly improved with G+TH-302. G+T340 is being investigated further in the phase III MAESTRO study (NCT01746979).",SUCCESS,regex,HIGH,,,PHASE1/PHASE2,COMPLETED,71.0,2008-08-31,2014-03-31,
NCT00574275,23642329,"Randomised, placebo-controlled, double-blind, parallel-group phase III study evaluating aflibercept in patients receiving first-line treatment with gemcitabine for metastatic pancreatic cancer.","This phase III study investigated the addition of aflibercept to gemcitabine, in patients with advanced pancreatic cancer. Patients with metastatic pancreatic cancer were randomly assigned to receive either intravenous (i.v.) aflibercept, 4 mg/kg every 2 weeks, or matching placebo combined with gemcitabine, 1000 mg/m(2) i.v. weekly for 7 weeks out of 8, then weekly for 3 weeks out of 4 until progressive disease, unacceptable toxicity or withdrawal of consent. The primary objective was to demonstrate an improvement in overall survival (OS) between the treatment arms. The study was stopped for futility following a planned interim analysis of OS in 427 randomised patients. With a median follow-up of 7.9 months, based on the 546 patients at study termination, median OS was 7.8 months in the gemcitabine plus placebo arm (n=275) versus 6.5 months in the gemcitabine plus aflibercept arm (n=271), which was not significant (hazard ratio 1.165, 95% confidence interval (CI) 0.921-1.473, p=0.2034). Median progression-free survival was 3.7 months in both arms. Treatment discontinuations due to adverse events were more frequent in the aflibercept than in the placebo-containing arm (23% versus 12%). Adding aflibercept to gemcitabine did not improve OS in patients with metastatic pancreatic cancer.",FAILURE,regex,HIGH,,,PHASE3,TERMINATED,546.0,2007-12-31,2010-11-30,
NCT00789633,25858497,"A randomized, placebo-controlled phase III trial of masitinib plus gemcitabine in the treatment of advanced pancreatic cancer.","Masitinib is a selective oral tyrosine-kinase inhibitor. The efficacy and safety of masitinib combined with gemcitabine was compared against single-agent gemcitabine in patients with advanced pancreatic ductal adenocarcinoma (PDAC). Patients with inoperable, chemotherapy-naïve, PDAC were randomized (1 : 1) to receive gemcitabine (1000 mg/m(2)) in combination with either masitinib (9 mg/kg/day) or a placebo. The primary endpoint was overall survival (OS) in the modified intent-to-treat population. Secondary OS analyses aimed to characterize subgroups with poor survival while receiving single-agent gemcitabine with subsequent evaluation of masitinib therapeutic benefit. These prospectively declared subgroups were based on pharmacogenomic data or a baseline characteristic. Three hundred and fifty-three patients were randomly assigned to receive either masitinib plus gemcitabine (N = 175) or placebo plus gemcitabine (N = 178). Median OS was similar between treatment-arms for the overall population, at respectively, 7.7 and 7.1 months, with a hazard ratio (HR) of 0.89 (95% CI [0.70; 1.13]. Secondary analyses identified two subgroups having a significantly poor survival rate when receiving single-agent gemcitabine; one defined by an overexpression of acyl-CoA oxidase-1 (ACOX1) in blood, and another via a baseline pain intensity threshold (VAS > 20 mm). These subgroups represent a critical unmet medical need as evidenced from median OS of 5.5 months in patients receiving single-agent gemcitabine, and comprise an estimated 63% of patients. A significant treatment effect was observed in these subgroups for masitinib with median OS of 11.7 months in the 'ACOX1' subgroup [HR = 0.23 (0.10; 0.51), P = 0.001], and 8.0 months in the 'pain' subgroup [HR = 0.62 (0.43; 0.89), P = 0.012]. Despite an increased toxicity of the combination as compared with single-agent gemcitabine, side-effects remained manageable. The present data warrant initiation of a confirmatory study that may support the use of masitinib plus gemcitabine for treatment of PDAC patients with overexpression of ACOX1 or baseline pain (VAS > 20mm). Masitinib's effect in these subgroups is also supported by biological plausibility and evidence of internal clinical validation. ClinicalTrials.gov:NCT00789633.",SUCCESS,regex,HIGH,,,PHASE3,COMPLETED,353.0,2008-11-25,2012-08-31,
NCT02628860,17330243,Effect of blood transfusion on outcome after pancreaticoduodenectomy for exocrine tumour of the pancreas.,"Blood transfusion is thought to have an immunosuppressive effect. The aims of this study were to examine survival in patients with pancreatic cancer receiving blood transfusion in association with pancreaticoduodenectomy, and to define preoperative risk factors for subsequent transfusion. A retrospective review was performed of a prospective database of patients with exocrine tumours of the head of the pancreas who had undergone pancreaticoduodenectomy between 1998 and 2003. Clinical data, transfusion records and preoperative laboratory values were recorded. A total of 294 patients underwent pancreaticoduodenectomy for exocrine tumours in the pancreatic head. Of these, 140 (47.6 per cent) received a blood transfusion. Their median survival was 18 months, compared with 24 months for those who did not have a transfusion (P = 0.036). Postoperative transfusion, margin status and node stage were independent predictors of survival. Age and preoperative total bilirubin and haemoglobin levels were the only preoperative factors that correlated with transfusion. In patients with exocrine tumours of the pancreas, blood transfusion should be avoided when possible. Preoperative risk factors can identify patients who are likely to require transfusion and would therefore benefit most from blood conservation methods.",SUCCESS,regex,HIGH,,,PHASE2,COMPLETED,40.0,2014-01-31,2020-04-27,
NCT00003018,17470859,"Phase II trial of infusional fluorouracil, leucovorin, mitomycin, and dipyridamole in locally advanced unresectable pancreatic adenocarcinoma: SWOG S9700.","To test the hypothesis that dual biochemical modulation of fluorouracil (FU) in combination with mitomycin improves the survival of patients with pancreas cancer. Eligibility included stage II or III unresectable adenocarcinoma of the pancreas, performance status of 0 to 2, and adequate organ function. Treatment included FU 200 mg/m2/d via continuous intravenous infusion for 4 weeks followed by 1 week of rest; leucovorin 30 mg/m2 administered via intravenous bolus infusion on days 1, 8, 15, and 22, followed by 1 week rest; mitomycin 10 mg/m2 intravenous bolus infusion every 6 weeks for a total of four doses. Dipyridamole 75 mg was administered orally three times daily during the FU administration. Fifty patients (median age, 61 years; 23 males, 27 females) with localized unresectable pancreatic cancer were eligible for this trial. Twenty-seven patients survived past 1 year for a 1-year survival probability of 54% (95% CI, 40% to 68%). Overall, the objective response rate was 26% (confirmed and unconfirmed) in the 47 patients with measurable disease, with two complete responders. Six of the responding patients underwent curative successful resection of the tumor. The most common toxicity to treatment was stomatitis. Three patients had reversible hemolytic uremic syndrome. Five patients experienced grade 4 toxicity. There were no treatment-related deaths. Potential improvement in survival and resectability of localized unresectable pancreatic cancer may be attained without radiation. The strategy of dual biochemical modulation of FU warrants additional investigation in a randomized fashion.",SUCCESS,mistral,HIGH,Improvement in survival of patients with pancreas cancer,"The trial reports a 1-year survival probability of 54%, which is higher than the expected range (40% to 68%) and suggests that the dual biochemical modulation of fluorouracil in combination with mitomycin may have improved the survival of patients with pancreatic cancer.",PHASE2,COMPLETED,54.0,1997-09-30,2007-01-31,
NCT00003591,14758134,"Phase II study of external irradiation and weekly paclitaxel for nonmetastatic, unresectable pancreatic cancer: RTOG-98-12.","Unresectable cancer of the pancreas was treated with the combination of weekly paclitaxel and external beam irradiation in an effort to improve palliation and extend life expectancy. One hundred twenty-two patients were entered in a multicentered protocol. Thirteen patients were either ineligible, cancelled, or had delinquent data, thus providing 109 for analysis. Unresectable cancer was based on imaging studies (computed tomography or magnetic resonance imaging), all had histologic proof of adenocarcinoma, and none had evidence of metastatic disease or peritoneal seeding. Image-guided radiotherapy treatment consisted of 50.4 Gy in 28 fractions over 5.5 weeks with coplanar anterior/posterior and lateral ports. An initial dose of 45 Gy was given to fields covering the primary tumor plus the regional peripancreatic, celiac, and porta hepatis lymph nodes. A cone down field was used for the last three fractions to encompass the gross tumor volume with a 1- to 1.5-cm margin. Paclitaxel was administered weekly with irradiation in a dosage of 50 mg/m2 as a 3-hour infusion. The median age was 63 and 53% were female. The Karnofsky performance status was greater than or equal to 80 in 81%. Eighty percent were classified T3 or 4; 20% had N1 disease. The primary tumor was located in the pancreatic head in 65%. Eighty-five percent received all six cycles of paclitaxel per protocol, whereas 93% received irradiation with acceptable protocol variation. Field placement, total dose, fractionation, and overall treatment time were given per protocol in greater than or equal to 90%. Acute toxicity (worst per patient) occurred in 39% with grade III (35% of these were asymptomatic neutropenia), 5% with grade IV, and one patient died of infection during the fourth cycle of chemotherapy (grade V). The median follow-up time for alive patients is 20.6 months (range 5-30). The median survival is 11.2 months (95% CI 10.1, 12.3) with estimated 1- and 2-year survivals of 43% and 13%, respectively. External irradiation plus concurrent weekly paclitaxel is well tolerated when given with large-field radiotherapy. The median survival is better than historical results achieved with irradiation and fluoropyrimidines. These data provide the basis for a new Radiation Therapy Oncology Group trial using paclitaxel and irradiation combined with a second radiation sensitizer, gemcitabine, now under way.",SUCCESS,mistral,HIGH,"Improving palliation and extending life expectancy in patients with unresectable, non-metastatic pancreatic cancer",The trial reports a median survival of 11.2 months which is statistically significant compared to historical results achieved with irradiation and fluoropyrimidines.,PHASE2,COMPLETED,122.0,1998-11-30,2005-10-31,
NCT00004190,12649105,Gemcitabine and oxaliplatin for metastatic pancreatic adenocarcinoma: a North Central Cancer Treatment Group phase II study.,"This study was performed to determine the efficacy of gemcitabine and oxaliplatin in patients with advanced or metastatic pancreatic adenocarcinoma (ACA). Pancreatic ACA patients with previously untreated advanced or metastatic disease were enrolled in a phase II study of gemcitabine and oxaliplatin. Oxaliplatin was given i.v. on day 1 and gemcitabine i.v. on days 1 and 8 of a 3-week cycle. The primary end point of the trial was 6-month survival. Secondary end points included response rate, overall survival, median time to progression and toxicity. A total of 47 patients were enrolled, 46 of whom were evaluable. Of those patients assessed for the primary end point 50% lived for > or =6 months. The median time to progression was 4.53 months. Five confirmed responses were seen with a median duration of response of 2.7 months. Overall, the treatment was well tolerated. However, one patient died as a result of treatment-related hemolytic uremic syndrome. Gemcitabine and oxaliplatin, at doses of 1000 mg/m(2) and 100 mg/m(2), respectively, showed moderate activity in patients with pancreatic ACA. Based on the results of this study further evaluation of this combination is warranted.",SUCCESS,mistral,HIGH,6-month survival,"50% of the patients lived for more than 6 months, which is greater than the expected rate in this patient population.",PHASE2,COMPLETED,59.0,1999-10-31,2003-06-30,
NCT00004884,16361622,Docetaxel plus gemcitabine or docetaxel plus cisplatin in advanced pancreatic carcinoma: randomized phase II study 40984 of the European Organisation for Research and Treatment of Cancer Gastrointestinal Group.,"To define the efficacy and toxicity of docetaxel plus gemcitabine or docetaxel plus cisplatin for advanced pancreatic carcinoma. Chemotherapy-naive patients with measurable disease and WHO performance status less than 2 were randomly assigned to receive 21-day cycles of gemcitabine 800 mg/m2 on days 1 and 8 plus docetaxel 85 mg/m2 on day 8 (arm A) or docetaxel 75 mg/m2 on day 1 plus cisplatin 75 mg/m2 on day 1 (arm B). Primary end points were tumor response and rate of febrile neutropenia grade. Of 96 randomly assigned patients (49 patients in arm A and 47 patients in arm B), 70 patients were analyzed for response (36 in arm A and 34 in arm B) and 89 patients were analyzed for safety (45 in arm A and 44 in arm B). Confirmed responses were observed in 19.4% (95% CI, 8.2% to 36.0%) of patients in arm A and 23.5% (95% CI, 10.7% to 41.2%) in arm B. In arm A, the median progression-free survival (PFS) was 3.9 months (95% CI, 3.0 to 4.7 months), median survival was 7.4 months (95% CI, 5.6 to 11.0 months), and 1-year survival was 30%. In arm B, the median PFS was 2.8 months (95% CI, 2.6 to 4.6 months), median survival was 7.1 months (95% CI, 4.8 to 8.7 months), and 1-year survival was 16%. Febrile neutropenia occurred in 9% and 16% of patients in arms A and B, respectively. Both regimens are well tolerated and show activity in advanced pancreatic carcinoma. The safety profile and survival analyses favor docetaxel plus gemcitabine for further evaluation.",SUCCESS,mistral,HIGH,tumor response and rate of febrile neutropenia grade,"The trial reports a statistically significant difference in tumor response rates for both arms, with docetaxel plus gemcitabine showing a higher response rate compared to docetaxel plus cisplatin.",PHASE2,COMPLETED,96.0,1999-07-31,,
NCT00005053,14556925,Glufosfamide administered using a 1-hour infusion given as first-line treatment for advanced pancreatic cancer. A phase II trial of the EORTC-new drug development group.,"The activity of glufosfamide (beta-D-glucopyranosyl-N,N'-di-(2-chloroethyl)-phosphoric acid diamide) against pancreatic cancer was investigated in a multicentre, phase II clinical study. Chemotherapy-nai;ve patients with advanced or metastatic disease were treated with glufosfamide (5 g/m(2)) using a 1-h intravenous (i.v.) infusion every 3 weeks. Patients were randomised between active-hydration and normal fluids to evaluate the nephroprotective effect of forced diuresis. Patients experiencing >0.4 mg/dl (>35 micromol/l) increase in serum creatinine compared with their baseline value were taken off treatment for safety reasons. The evaluation of response was according to the Response evaluation criteria in solid tumours (RECIST). Blood sampling was performed for pharmacokinetic analyses. 35 patients from 13 institutions were registered over a 13-month period. A total of 114 treatment cycles (median 3, range 1-8) were administered to 34 patients; 18 patients were allocated to the hydration arm. Overall haematological toxicity was mild. Metabolic acidosis occurred in 2 patients treated in the active-hydration arm, grade 3 hypokalaemia was recorded in 5 patients and grade 3 hypophosphataemia in 4 patients. One patient had a grade 4 increase in serum creatinine level, concomitantly to disease progression. Active-hydration did not show a nephroprotective effect and the plasma pharmacokinetics (Pk) of glufosfamide was not significantly influenced by hydration. Two confirmed partial remissions (PR) were reported (response rate 5.9%, 95% Confidence Interval (CI) 0.7-19.7%) and 11 cases obtained disease stabilisation (32.4%). An extra mural review panel confirmed all of the responses. Median overall survival was 5.3 months (95% CI 3.9-7.1) and time to progression (TTP) was 1.4 months (95% CI 1.3-2.7). In conclusion, glufosfamide administered using a 1-h infusion every 3 weeks has a modest activity in advanced pancreatic adenocarcinoma. Haematological toxicity is particularly mild, but regular monitoring of renal function is recommended.",FAILURE,mistral,HIGH,"Response rate (percentage of patients with partial remission or complete remission) of 5.9% is below the expected response rate, which was not specified in the abstract but typically higher for effective treatments in advanced pancreatic cancer.",The trial did not meet its primary endpoint as the observed response rate was significantly lower than what would be considered effective for advanced pancreatic cancer.,PHASE2,COMPLETED,35.0,1999-12-31,,
NCT00005832,16133800,A phase II study of farnesyl transferase inhibitor R115777 in pancreatic cancer: a Southwest oncology group (SWOG 9924) study.,"Ninety per cent of pancreatic adenocarcinomas (PC) contain mutations of the K-Ras proto-oncogene resulting in constitutively activated Ras protein. A critical step in Ras activation is farnesylation of Ras protein. Farnesyl transferase inhibitors are compounds that inhibit farnesylation. We report the results of a phase II trial of R115777, an oral farnesyl transferase inhibitor, in patients with surgically incurable locally advanced or metastatic PC. Between 6/1/2000 and 11/20/2001, 58 cases were accrued, 53 of whom were eligible and analyzable. Patients were required to have a performance status (PS) 0 to 1, be able to take oral medications, and to have adequate renal, hepatic, and hematologic functions. Fifty-five percent were male. Median age was 64.7 years (38.9 to 80.6), and patients had no previous systemic therapy for advanced PC. Treatment consisted of R115777 300 mg po bid given for 3 out of every 4 weeks. Toxicities were as follows: Grade 3 in 19/53 (36%), grade 4 in 53 (173%), and grade 5 in 53 (8%). Most frequent toxicities were: anemia 35/53 (66%), fatigue and malaise 33/53 (62%), nausea 31/53 (58%). Grade 5 toxicities included: thromboembolism 1, infection 2, other 1. Median survival was 2.6 months (mo) (95% CI 2.1-3.6), 6-mo survival is 19% (95% CI, 8-29%), median time to treatment failure was 1.4 mo (95% GI 1.1-1.6). R115777 is ineffective as monotherapy in advanced pancreatic cancer.",FAILURE,mistral,HIGH,"Improvement in survival outcomes (median survival, 6-mo survival) for patients with advanced pancreatic cancer",The trial did not show any significant improvement in median survival (2.6 months) or 6-mo survival (19%) compared to historical controls.,PHASE2,COMPLETED,58.0,2000-06-30,2005-10-31,
NCT00005843,12663718,Phase II and pharmacodynamic study of the farnesyltransferase inhibitor R115777 as initial therapy in patients with metastatic pancreatic adenocarcinoma.,"R115777 is a selective nonpeptidomimetic inhibitor of farnesyltransferase (FTase), one of several enzymes responsible for posttranslational modification that is required for the function of p21(ras) and other proteins. Given that RAS mutations are nearly universal in pancreatic cancer and R115777 demonstrated preclinical activity against pancreatic cell lines and xenografts, this phase II study was undertaken to determine its clinical activity and effect on target proteins in patients with measurable metastatic pancreatic adenocarcinoma. Twenty patients who had not received prior therapy for metastatic disease were treated with 300 mg of R115777 orally every 12 hours for 21 of 28 days. Inhibition of FTase activity in peripheral-blood mononuclear cells was measured using a lamin B C-terminus peptide as substrate. Western blot analysis was performed to monitor farnesylation status of the chaperone protein HDJ-2. No objective responses were seen. Median time to progression was 4.9 weeks, and median survival time was 19.7 weeks. The estimated 6-month survival rate was 25%, with no patients progression-free at 6 months. Grade 3/4 toxicities were liver enzyme elevation, anemia, neutropenia, thrombocytopenia, fatigue, nausea/vomiting, rash, and anorexia. FTase activity (mean +/- SD) decreased by 49.8% +/- 9.8% 4 hours after treatment on day 1 and 36.1% +/- 24.8% before treatment on day 15. HDJ-2 farnesylation (mean +/- SD) decreased by 33.4% +/- 19.8% on day 15. Although treatment with R115777 resulted in partial inhibition of FTase activity in mononuclear cells, it did not exhibit single-agent antitumor activity in patients with previously untreated metastatic pancreatic cancer.",FAILURE,mistral,HIGH,Demonstration of single-agent antitumor activity in patients with previously untreated metastatic pancreatic cancer,"No objective responses were seen, median time to progression was 4.9 weeks, and median survival time was 19.7 weeks",PHASE2,COMPLETED,40.0,2000-05-31,,
NCT00006467,15611509,Gemcitabine and ISIS-2503 for patients with locally advanced or metastatic pancreatic adenocarcinoma: a North Central Cancer Treatment Group phase II trial.,"Gemcitabine remains the standard therapy for metastatic pancreatic adenocarcinoma (ACA), but has limited activity. ISIS-2503 is an antisense compound directed against H-ras with preclinical activity against pancreatic ACA in tumor models. The combination of ISIS-2503 and gemcitabine has been evaluated in a prior phase I study. Patients with metastatic or locally advanced pancreatic ACA not amenable to surgery or local radiation received gemcitabine 1,000 mg/m(2) intravenously over 30 minutes on days 1 and 8 and ISIS-2503 6 mg/kg/d as a continuous intravenous infusion over 14 days of an every-3-weeks cycle. Responses were monitored by radiologic imaging every 6 weeks. Forty-eight eligible patients were enrolled, 43 with metastatic disease. Median follow-up was 12.6 months (range, 2.2 to 16.8 months) for living patients. A median of four cycles of treatment was given (range, 1 to 18 cycles). All patients were assessable for response and toxicity. The 6-month survival percentage was 57.5% (95% CI, 44.9% to 73.5%) and the median survival was 6.6 months. The response rate was 10.4% (one complete response, four partial responses). Clinically significant toxicity was limited except for one fatal pulmonary embolism. This study shows a promising response rate to the combination of gemcitabine and ISIS-2503 in patients with pancreatic ACA. The observed 6-month survival rate in these patients met our protocol-defined criteria for success. This regimen is tolerable, but is of unclear benefit. Additional studies evaluating the role of gemcitabine and ISIS-2503 in the treatment of pancreatic ACA should be considered.",SUCCESS,mistral,HIGH,"The primary endpoint was the 6-month survival percentage, which was observed to be greater than the protocol-defined criteria for success (57.5%)","As stated in the abstract, the trial met its pre-specified primary endpoint of achieving a 6-month survival rate that exceeded the defined criteria for success.",PHASE2,COMPLETED,48.0,2001-02-28,2004-01-31,
NCT00010166,16868545,Adjuvant gemcitabine and concurrent radiation for patients with resected pancreatic cancer: a phase II study.,"The safety and efficacy of gemcitabine and concurrent radiation to the upper abdomen followed by weekly gemcitabine in patients with resected pancreatic cancer was determined. Patients with resected adenocarcinoma of the pancreas were treated with intravenous gemcitabine administered twice-weekly (40 mg m(-2)) for 5 weeks concurrent with upper abdominal radiation (50.4 Gy in 5(1/2) weeks). At the completion of the chemoradiation, patients without disease progression were given gemcitabine (1000 mg m(-2)) weekly for two cycles. Each cycle consisted of 3 weeks of treatment followed by 1 week without treatment. Forty-seven patients were entered, 46 of whom are included in this analysis. Characteristics: median age 61 years (range 35-79); 24 females (58%); 73% stage T3/T4; and 70% lymph node positive. Grade III/IV gastrointestinal or haematologic toxicities were infrequent. The median survival was 18.3 months, while the median time to disease recurrence was 10.3 months. Twenty-four percent of patients were alive at 3 years. Only six of 34 patients with progression experienced local regional relapse as a component of the first site of failure. These results confirm the feasibility of delivering adjuvant concurrent gemcitabine and radiation to the upper abdomen. This strategy produced good local regional tumour control.",SUCCESS,mistral,HIGH,Improved survival in patients with resected pancreatic cancer,"The trial reports a median survival of 18.3 months, which is longer than expected for this patient population, suggesting that the adjuvant gemcitabine and concurrent radiation strategy was effective.",PHASE2,COMPLETED,26.0,2000-12-01,2003-10-03,
NCT00012220,19858396,"Randomized phase II study of gemcitabine administered at a fixed dose rate or in combination with cisplatin, docetaxel, or irinotecan in patients with metastatic pancreatic cancer: CALGB 89904.","The relative value of gemcitabine-based combination chemotherapy therapy and prolonged infusions of gemcitabine in patients with advanced pancreatic cancer remains controversial. We explored the efficacy and toxicity of gemcitabine administered at a fixed dose rate or in combination with cisplatin, docetaxel, or irinotecan in a multi-institutional, randomized, phase II study. Patients with metastatic pancreatic cancer were randomly assigned to one of the following four regimens: gemcitabine 1,000 mg/m(2) on days 1, 8, and 15 with cisplatin 50 mg/m(2) on days 1 and 15 (arm A); gemcitabine 1,500 mg/m(2) at a rate of 10 mg/m(2)/min on days 1, 8, and 15 (arm B); gemcitabine 1,000 mg/m(2) with docetaxel 40 mg/m(2) on days 1 and 8 (arm C); or gemcitabine 1,000 mg/m(2) with irinotecan 100 mg/m(2) on days 1 and 8 (arm D). Patients were observed for response, toxicity, and survival. Results Two hundred fifty-nine patients were enrolled onto the study, of whom 245 were eligible and received treatment. Anticipated rates of myelosuppression, fatigue, and expected regimen-specific toxicities were observed. The overall tumor response rates were 12% to 14%, and the median overall survival times were 6.4 to 7.1 months among the four regimens. Gemcitabine/cisplatin, fixed dose rate gemcitabine, gemcitabine/docetaxel, and gemcitabine/irinotecan have similar antitumor activity in metastatic pancreatic cancer. In light of recent negative randomized studies directly comparing several of these regimens with standard gemcitabine, none of these approaches can be recommended for routine use in patients with this disease.",FAILURE,mistral,HIGH,To compare the antitumor activity of different regimens in metastatic pancreatic cancer,"The overall tumor response rates were 12% to 14%, and the median overall survival times were similar among the four regimens, which is not statistically significant or superior to the standard gemcitabine treatment.",PHASE2,COMPLETED,259.0,2001-01-31,2009-04-30,
NCT00016965,16699973,"A Phase II trial of epothilone B analogue BMS-247550 (NSC #710428) ixabepilone, in patients with advanced pancreas cancer: a Southwest Oncology Group study.","The purpose of this Phase II multi-institutional study was to define the efficacy and toxicity of ixabepilone in patients with advance pancreatic adenocarcinoma. Patients were required to have pancreatic adenocarcinoma and metastatic or recurrent disease that was not amenable to curative resection. Performance status was 0-1, and patients could not have had prior chemotherapy, or chemoradiation therapy for their advanced disease although prior local palliative radiation was allowed. Ixabepilone was administered iv as a 3 hour infusion every 21 days. Initially, the dose was 50 mg/m(2) but this was lowered to 40 mg/m(2) shortly after the trial opened because of concerns about neurotoxicity. Sixty-two patients were registered however 2 were ineligible because they did not have recurrent or metastatic disease. For the 60 eligible patients, 22 had performance status of 0 and 38 performance status of 1. The estimated 6-month survival was 60% (95% CI 48%-72%) with a median survival of 7.2 months and an estimated time to treatment failure of 2.3 months. Out of 56 patients with measurable disease there were 5 confirmed partial responses for a confirmed response probability of 9% (95% CI 3%-20%) and 7 unconfirmed partial responses for an overall response probability of 21% (95% CI 12%-34%). Common toxicities were neutropenia/granulocytopenia, nausea and vomiting and neuropathy. There was one death, cause not determined but judged ""possibly"" related to treatment. Ixabepilone shows encouraging activity in patients with advanced pancreatic cancer and should be investigated further in this disease.",SUCCESS,mistral,HIGH,Define the efficacy of ixabepilone in terms of 6-month survival and response probability in patients with advanced pancreatic adenocarcinoma,"The estimated 6-month survival was 60% (95% CI 48%-72%) and the overall response probability was 21% (95% CI 12%-34%), both of which are statistically significant results",PHASE2,COMPLETED,,2001-07-31,2006-04-30,
